,comment_text,severe_toxic
25ba31a890cd1287,"Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger! 
 Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger! 
 Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger! 
 Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger! 
 Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger! 
 Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger! 
 Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger! 
 Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger! 
 Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Dumbass faggot nigger!Du",1
1690b43c180ee61c,"*Oppose It's a proper noun since it refers to a discreet event, and we should rely on external sources for content, not style decisions.",0
39701,"asshole? 

congratualtions on being such a huge fucking asshole!!! Bongwarrior

65.75.190.17",1
10194,"Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!! Yes, you are a faggot!!!! BITCH ASS MOTHERFUCKER!!!!!",1
144232,"== DEAR GWERNOL, U USELESS CUNT MOLESTING NIGGERTARD
GO FUCK DVD RW'S 2 INCH ALBINO COCK
DEAR GWERNOL, U USELESS CUNT MOLESTING NIGGERTARD
GO FUCK DVD RW'S 2 INCH ALBINO COCK
DEAR GWERNOL, U USELESS CUNT MOLESTING NIGGERTARD
GO FUCK DVD RW'S 2 INCH ALBINO COCKDEAR GWERNOL, U USELESS CUNT MOLESTING NIGGERTARD
GO FUCK DVD RW'S 2 INCH ALBINO COCKDEAR GWERNOL, U USELESS CUNT MOLESTING NIGGERTARD
GO FUCK DVD RW'S 2 INCH ALBINO COCK ==",1
bf627e83ab719db4,"Page Deletion 
 Listen man your a fucking faggot bitch with a fat ass. You suck at editing and your a cock farting bitch asshole pussy sissy fat ugly hoarbag dick face slut bag!!! Get a life you pussy as bitch {{User:Secret]]. This is your baby mama.",1
17452,"Shit 

George tan031993 you're a bitch!!!

 go to hell!!!",1
137003,Fuck you Indian piece of shit.,1
21154,"visits Israel], The Jamestown Foundation, 11/03/2008, retrieved 11/15/2011.

U.S. urges Turkey to keep operation short; Ankara declines to set a date, Hürriyet Daily News (English), 02/28/2008, retrieved 01/17/2011.

Gönül cautions U.S. on genocide bill, Hürriyet Daily News (English), 10/09/2007, retrieved 01/17/2011.

Mehmet Y. Yılmaz: Turgut Özal and alcohol: the debate rages on, Hürriyet Daily News (English), 05/14/2007, retrieved 01/17/2011.

Turkey's helicopter gunship saga far from over, Hürriyet Daily News (English), 04/02/2007, retrieved 01/17/2011.

Gönül: Turkey not involved in U.S.-proposed missile defense, Hürriyet Daily News (English), 03/14/2007, retrieved 01/17/2011.

Gönül: peaceful relations are our priority, Hürriyet Daily News (English), 02/26/2007, retrieved 01/17/2011.

Gönül says France not invited to defense fair, Hürriyet Daily News (English), 11/18/2006, retrieved 01/17/2011.

Turkish defense minister's words prompt French official to leave salon, Hürriyet Daily News (English), 11/17/2006, retrieved 01/17/2011.

http://www.hurriyetdailynews.com/h.php?news=special-war-department-alive-and-well-says-gonul-2006-04-02 Special war department alive and well, says Gönül], Hürriyet Daily News (English), 04/02/2006, retrieved 01/17/2011.

Defense minister Gönül denies reports of Israeli-Turkish contract cancellation, Hürriyet Daily News (English), 02/28/2006, retrieved 01/17/2011.

Gönül: Turkish-Israeli defense ties intact, Hürriyet Daily News (English), 02/27/2006, retrieved 01/17/2011.

Gönül: Turkey is making missiles, Hürriyet Daily News (English), 12/21/2005, retrieved 01/17/2011.

Can Turkey afford 'patriotism' in defense procurement?, Hürriyet Daily News (English), 11/08/2005, retrieved 01/17/2011.

Turkey's defense industry export potential to reach $2 billion this year, Gönül says, Hürriyet Daily News (English), 09/28/2005, retrieved 01/17/2011.

Gönül: Turkey faces both symmetrical and asymmetrical risks, Hürriyet Daily News (English), 09/28/2005, retrieved 01/17/2011.

Gönül stresses support for national industry, Hürriyet Daily News (English), 09/27/2005, retrieved 01/17/2011.

Turkey aims for more self-sufficiency in procurement programs, Hürriyet Daily News (English), 09/27/2005, retrieved 01/17/2011.

Gönül praises Baku's KKTC support, vows solidarity, Hürriyet Daily News (English), 07/21/2005, retrieved 01/17/2011.

U.S. group Lockheed-Martin wins Turkish military contract worth $1.1 billion, Hürriyet Daily News (English), 04/27/2005, retrieved 01/17/2011.

Minister Gönül: shorter military service not possible, Hürriyet Daily New",0
cc7e30407f298fa1,"Fuck all you fucking retards, you can't have a fucking double sided CD. You should all do me a favor and jump off a fucking building so we'll have three less dousche bags walking the earth and breathing all of my air. Fuck all you peices of shit, nigga I'm out!!!",1
37609,"Hi AreJay,

I think the edit by Kaysov was to list the names of states and languages in an alphabetical order and thereby not giving any biased preferences to any states or languages to be listed first. eg. Tamil Nadu that is first on the list of states in the article, would be last because andhra pradesh begins with A and Tamil Nadu with T. If that is the purpose then I think we need to stick to it.  20:24, 18 Sep 2004 (UTC)",0
99198,Fuck you SmallJim you tattle tail piece of shit,1
47466,"Σ IS A GIGANTIC ASSHOLE. 

Σ IS A GIGANTIC ASSHOLE.",1
f40e379053ea253f,"So how many countries, of what size, have to change what marriage means before it means something different?  -",0
156104,"Well, I finally got around to changing my user page, and wanted to know what you think of it. (you'll notice I've discovered the wonderful world of userboxes as well!) -",0
40620,"Advice requested
Hi E8, I am fairly new here, and would welcome some advice on an issue.  I have been doing some work on supercritical fluid articles, and just noticed a new Super critical carbon dioxide.  There is already a Supercritical carbon dioxide and a supercritical fluid.  this new addition basically takes a chunk of the Supercritical fluid article, and prefaces it with CO2 in carbon capture and storage.  Now whilst CCS is important, this new article fragments the coverage too far, IMO.  I had in mind replacing the Supercritical CO2  with a re-direct to supercritical fluids anyway.  How do I go about raising this for attention?  Thanks for any assistance you can give.",0
141267,"WHY ARE YOU SUCH A GAY NIGGER?!?! 

GOD DAMNDD... YOU ARE SUCH A GAY NIGGER. FUCK FUCK SHTAY AWAY FROM MY KCIK ASS TALK PAGE, BITCH!!

I AM ANGRY

DO NOT BE A BABY 

PLZ DO NOT POS T ANYMORE ON MY ATALK OR DICUSER PAGE!!

I AM GOING TO CUM TO UR HOUSE AND KILL YOUR FAGGITY ASS",1
80606,"""

 Apparent vandalism 

 It wasn't vandalism, it was quite a sensible thing to do. However, Wikipedia culture is rather lax and obviously a lot of people would disagree with the edit.
 You skipped straight to a """"final warning"""" without acknowledging the fact that this IP address is a shared IP and that the blocking policies prohibit blocking without sufficient warning.

 """,0
edd5719247fe6256,"== Admin == 

 I would have thought, simply, that I'm too much of an aggressive cunt to be an admin. But that's just my humble opinion.",0
01a486143daf1fc6,"go to court? 
  Shit, cause the judge look just like that motherfucker put our ass on the boat and made me a nigga 

  [Outro] 
 Mamma Rag is a nigga 
 Du-Rag is a nigga 
 Ballistics is a nigga 
 And I'm Uretha's nigga 
  Nigga",1
40618,Note: This discussion has been included in WikiProject Football's list of association football-related page moves. Snowman,0
67901,"""

 Leonard Horowitz 
Agree with your assessment (Leonard Horowitz).  That IP needs banning - it's clearly partisan editing.  Give me a nudge if you need any support.  """"...even though he's clearly around the bend."""" - chuckle.""",0
126117,"Perhaps I should do what other editors have done, and create multiple accounts to get by the various rules of Wikipedia.",0
60d2a29de1c1da23,""" 

 == """"Bungs"""" controversy? == 

 Might be best to wait until after Panorama tomorrow (if it gets past the lawyers!), but this is a good source: Team manager names 'bung' agent (BBC News)  """,0
68917,u guys are fucking morrons,1
95e2cfb3581d92ae,"***Also, Yamaguchi, Yamaguchi; Tottori, Tottori; Shimane, Shimane; Osaka, Osaka; Fukui, Fukui.",0
65674,"Accept what
Accept what, you putting your dick up someones ass.",1
66895,"Thanks for experimenting with Wikipedia. Your test worked, and has now been reverted or removed. Please use Wikipedia:Sandbox for any other tests you want to do, since testing in articles will be reverted quickly. Please see the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.  04:05, 2005 May 4 (UTC)",0
937c413634736ffd,""" 

 ::::""""sexual"""", """"sexy"""", same thing.   is talking to me, for pointing out the OBVIOUS fact that all those citations refering to her """"sexual image"""" are ultimately coming from her camp.  if such claims """"aren't relevant to Wikipedia"""" (quote), then why is that whole """"public image"""" section there?! 

 ::::her """"public image"""" is flashy outfits, colourful wigs, high-speed rapping, and a whole lot of BLINKING.  nothing """"sexy"""" OR """"sexual"""".    """,0
111343,Also Boeing specifies speeds with neitral winds. Tailwinds increase your speed and headwinds decrease it User_talk:bangabalunga,0
142513,"faggot 

You lil piece of shit I haven’t vandalised nothing I will fuck u up wh",1
145078,He was a writer on the man show yet this is neglected here...,0
146006,"Ya muthafuckers 

blocked You guys are dumbasses. You'd better be a bit more sane or you will face a lifelong sentence in an asylum. This is directed at Pikang.",1
4407,This is David Speaking.,0
152443,", and indeed at least half of Taiwanese cuisine is devoted to cuisine originating from China",0
3007,"Ringmail
I don't know if he regards himself as an expert, I've sweated enough to know for sure that a broigne is not a victorian mistake, and to find citable sources for it. I understand that the English language wor;ld lacks proper history on the subject, but from a continental point of view, there's no mistake possible that ringmail is different from chainmail and was used in the period between the fall of Rome and the comeback of chainmail in the late 1100s. Also, the high handed way in which he remade all the article with no regard for the effots of those who came before him, and without even setting up an account for people to discuss the matter with him wxas, to my view, qualification for vandalism.

I'm quite willing to include the bit about representations making it difficult to differenciate between chainmail and ringmail, and the possibility of misconceptions in the 1800s, but the basic matter as established with my collaboration stands, even if it has to be edited further.",0
95f714605ee61fe0,"lulz... clearly this account was always a sockpuppet based on the infoboxes added and the unusually explicit edit comment upon adding them, and asking me a silly question. I wonder how many more times this person will re-create accounts before giving up and realising now that we know, we'll be catching them out each and every time? )",0
10813,sarah palin is an ass kissing mother fucking loser with a melon in her hair. she sucks eggs that are from her brain-yuck stupid!- she is a bitch there i said it she is a sucker with a big bitch thing and a bitchy attitude about life. she is horribly radical with religion she is a fucker stupid idiot with fucking shit in here face,1
119868,"killamanjario 

shut the fcuk up cracka",1
9288,he is a  real bastard  . he is a spy of Pinarayi and  doing work for  pinarayi  . oneday  the people  will realise this . Who he  is ? is he a  military officer to save the nation ? or a scientist ? or a farmer? who is he real bastard,1
