,comment_text,identity_hate
27951,"YAMLA,  are you stupid and a gay ass fag whos mother was a fucking whore you fuking idiotical mongolical son of a bitch you are so fucking faaaaaaagggggggggggggyyyyyyyyyyyyyy that oyuy suck as much cock as your dad who was the biggest gay ass idiot in history who ever sucked cock and oyu also stuck up a dildo up your mothers ass while she was pooing and you made your sister eat that shit!!!!",1
28267,"Block me, go right the fuck ahead.  Fucking fascist cunt.  All of you are elitist snobs, who don't give a shit about the facts.  You don't care about the truth, you just report.  Like little tabloids, you just lie.  71.59.189.46",1
92672,"""

No problem with a block - gives me time to read up on some stuff. On your advise to contribute to an article, I believe it would be called something ( vandalism?)- don't you agree? Can't figure exactly which comment caused the upset ( The Tomb of ... maybe?), the poppers article, ..... probably just not agreeing with most of the current pet ideas ( I'm shakist on global warming but getting more and more convinced evey day. ) Don't you like the ad hominem of wiki - I've been accused, once I was guilty ( I got frustrated at a blatant lie and deception, but I wouldn't again I hope ), but I think I am more ad hominened against than the ad hominener ). Browsing the editorss pages/comments it appears they seem to dislike the ideas but have a hard time finding a problem ( Do they really think you can cremate a body with it's own fat? This item was finally removed from the article ( Holocaust I think ) but I noticed that it has crept back in ( less prominent but still they wont giveup on Vrba even though Hilberg thinks he is nuts """"unreliable"""". ) I hope that a link to a modern cremation site can clear up the science and facts - however I doubt it ever makes the main article ( which seems immune from the intrusion of science ). I could go on with many more - I always assumed that the talk page was to talk about the subject - not the grammar, etc - If only the same ideas are wanted then maybe the talk pages are redundant - at least on what appears to be politically charged issues. I'll write to Jimbo in a few weeks to see his opinion. Well, good luck - hope it's not too hot out there. """,0
89909,"A precedent in British peerage law has decided centuries ago that the monarch cannot hold a title from himself. This means a purely English title (and now Scottish, too). However, nothing apparently prevents from holding a foreign title, or a sovereign title. Defender of Faith can be seen as a sovereign title. Queen of dominions beyond sea is sovereign. Lord of Ireland apparently was sovereign.   Empress of India was sovereign. Man is sovereign or Norwegian. Normandy was French. Orange was Holy Roman Empire's. Hanover also. Etc.",0
96559,"CardinalDanFUCK YOU FAGGOT NIGGER CUNT LICKING CHINK DIPFUCKING SHIT NIGGER FACE, GET A LIFE OTHER THEN DELETING SHIT OFF WIKI YOU NERD FAGGOT",1
336bb37616ea010c,"== Chickens rule == 

 Go!!!!!!!!!!    CHICKENS WOOOOOOOOOOOOOOO!!!!!!!!!! Kick alamo in the rear!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0
4312dfcc5da8adb9,Obama is a nigger and he shouldnt be the Pres.,1
98471,"Fixed all issues, if I have the time to do so, I'll look for more info later this week. –'''''''''' (talk / contribs)",0
3db188985d5e93d7,", thank you very much",0
38658,"As for the Young one, I'll admit that I hastily blocked that one, but I feel that that one along with mostly all of the others would not become a problem in the forseeable future...",0
f24ab2a99f4033a5,"Cop deserve death , they are the scum of the earth they are fagot pussy , a shel of a man who has not balls and needs to boss around and yell at little old ladies to feel good about them selfs when a cop is killed on the news I have parties it is like christmas in July fuck all cops and all judges and all detectives and all of them I wish death on their whole family while they have to watch good bye die slow officers ;)",1
116793,"Flats, not house 

This source is pretty clear that Menezes lived in a block of flats, not a house.",0
f56fb3f7ba98c720,"Gay 
 Do we have sources for him being gay?",1
079cdfa9b638179e,""" 

 I am reverting the page because you do not provide sufficient justification for your very questionable changes, which are obviously not neutral POV (e.g., you changed """"annexation"""" to """"liberation,"""" """"russified"""" to """"delatvianized,"""" etc.). That terrible things happened all over the USSR is no reason to remove specific information on how the region was ethnically cleansed and its original inhabitants (of whatever ethnicity) in large part replaced by others.  """,0
57173,Fuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off-Jewish ancestryFuck-off,1
