,comment_text,threat
66238,"Hello, please visit Wikipedia:Changing username/SUL for renames on this wiki, kind regards,  (:> )=|",0
133551,"and your little faggot boy Propol, pray, pray little wonk that I don't find your little ass and kill you",1
0ea8b5c8eb9037c1,"FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL MUST DIE!FUK YOU, THE TRAITOR VANDAL",1
1c9e32190b491f25,"I will hunt you down and kill you, Nazi filth.",1
69834,"the article gives undue weight of relevance. this is a joke posted on some magazine, and article treats it as legitimate subject. while spaghetti monster is a subject which is referenced sufficiently to make it relevant, this one-time joke is not. probably the whole article should be scrapped, or at best merged with spaghetti monster or some other article. treatment of this one-way joke is absolutely out of proportion to its (i)relevance.",0
96664,"I'm going to kill you 

Zink Dawg your a Scrap and a fag and you need to die. I'm going to kill you if someone else doesn't. You better keep protecting your user space because I will keep vandalizing it.",1
10224,"pet cat 

  I went to high school in skowhegan, and on the day of her death we had a moment of silence.  One kid in shop class bragged he killed her cat, is their any possibility of this claim being true?",0
319e6470a4f0121b,"=== Stress === 
 I'm surpised that this is not in here: 
 http://www.ncbi.nlm.nih.gov/pubmed/21905094",0
d193ca2239bfb7fc,"]], even in the case of [[WP:NOBLECAUSE|non-profit orgs",0
112288,"I will flay you alive, you fking stalker. 

I shall enjoy your screams of agony as your blood slowly pools across the floor of my basement.",1
4c6381dc12ca1e63,:::Do we really need an image? Neither of these two images really supports the text.,0
23283,This is just shocking.,0
c3f15791ddceb838,"Oh, by the way, your mamma's a silly old fart. So are you, bitch. You wanna fight me? Meet me at the University Parkinglot near Regent Ave. in Boulder, Colorado. If you fucking chicken out, I'll kick your ass anyway, dickhead!",1
144115,"I think it should remain semi-protected at least until she is seated, as more and more information becomes known about her.216.227.243.189",0
f046057fcbd3278e,""" 

   I think this Bilderberg little game is a bunch of bullshit. These faggots are out to kill us the american people. 
 Our constitution says """"WE THE PEOPLE""""...NOT THEM THE PEOPLE. I am alot like Seal Teams of our United States. you are out to hirt me an my family, I take that very personal and it pisses me off. These Faggots want us dead. To me that is a threat to me and my family and I feel that you faggots are challanging me. FUCK YOU, COME AND GET ME FAGGOT.I will be wind you can't see,I will be the one that creeps up behind you and pushess your rich bitch asses to the ground and stomps you back to the dust of the earth...F.U.C.K - Y.O.U. 
    I hope all you faggots fuck off and die.   OH, I,M THE QUEEN OR I HAVE FIFTY MILLION DOLLARS IN MY ACCOUNT. fUCK YOU AND WHO YOU THINK YOU ARE... COME FUCK WITH ME BIOTCH.""",1
5ef6471f50ade7e7,"::That makes some sense, but since Lore is taking some time (totally understandably) to work on a version, I think we could approach both.  While the intro should reflect the article, if we have sources for the intro, I don't see why we can't do both.  Will, could we set up additional draft spaces, even a page for each section, sources, categories, etc. and list them as links in the talk header? This talk page lets a little messy to do collaborative editing.",0
3d7afd6afa26a522,""" 
 ::Thanks for that. Do magazines ever bother checking their facts anymore?  """,0
83018,UPDATED WITH REFERENCES NOW!,0
72099,"You are such a fucking hypocrite. 

I hope you get raped and killed by some lunatic like Andrew Morrow.",1
135916,"Sorry, I forgot that we wish to fill half the article with parenthetical dabs (this Cantonese, not the other one) and (here we mean the other Cantonese, not this one). That would be much better.",0
140449,"I would be very interested in reading more about the natural geography of the area, e.g the route of the river,and historical info like  the site of the rath, and the history of the graveyard.",0
6a52d65a5524c108,rape little children till they bleedbecause he is a petifile cunt,1
146463,"SuPeRTR0LL WiLL LiVe FoReVeR!
iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!",1
ce1c5ab2247fd29d,"So typical of the arrogance of you vile anti-Semites. You filthy piece of shit.  

 All you lying anti-Semites need to die. You fucking scum always stick up for each other. I will hunt down and kill every single one of you Jew-hating Nazis.",1
3d336b3b409937c7,"'since he was little more than a session musician' 

 What complete bullsh*t!!",0
b55ea74124b30567,""" April 2006 (UTC) 

 :The terms and conditions of the Channel 4 press ofice specifically forbid the use of its images """"online"""" unless you get permission from them in writing.  06:11, 6""",0
19677,"This page is sorely lacking in information about wood dry kilns.  I know a fair bit about wood drying technology today, but I am not paticularly good at writing.  I was thinking of using the sandbox to draw up a rough intial version, and then let someone else make it pretty on the main page...

G",0
44346,"""

 I'm sorry 

I guess I missed where an encyclopedia is your personal MySpace. @ """,0
9714,""" (UTC)

Belated answer about church population: I daresay a large proportion of the US members who were blessed, received international matchings. For example, American man and Japanese woman. Also, foreign couples (as in two Asians) might also have participated in that mass wedding. So the number of couples isn't precisely indicative of US church membership at the time. 

I can always ask Tyler Hendricks, who served as vice president for personnel before he was selected US church president. He'd have the old database. All I know is that in 2003, we had around 5,600 to 5,800 adult (""""first generation"""") members on file at church HQ; I know, because Hendricks gave me the list then.   02:42, 16 June 2009""",0
83857,since it shows common Iranian features visible among most Iranian (Persian/Tajik/Pashtun/Kurdish/etc) people,0
136532,Fuck you. Stupid cunt.  Stay in the kitchen where you belong.,0
114079,"""

 You Again? 

You've acquired a reputation for being a right arsehole, aint'cha? Listen wanker, keep deleting my entries without explanation and you and I will have issues. Go back to your """"Hollow Earth"""" page and rustle a few feathers there if you feel the need to be a prick. Don't do it on my time. Savvy?   """,0
c879d0acc24e6d87,"== Nazi bastard == 

 I will hang your corpse from a tree",1
83472,"Stay out of my business 

Go ahead, keep it up shithead, I'll kick your ass to!!!",1
65765,"I Hope You Get Hit By A Truck

You filthy piece of worthless crap, just go kill your self human slime.",1
2721,"Automatic protection for Main Page? It would be straightforward to write a bot that (1) protected all images on the main page, adding Template:Mprotected, and (2) unprotected all images with Template:Mprotected that no longer appeared on the main page. Feature (2) would be genuinely useful and save editors work. However, if editors came to rely on feature (1) then that would introduce a risk, because there would always be a gap between an image appearing on the main page and the bot protecting it. A clever vandal could vandalize the image in that gap. And worse, the bot would end up protecting the vandalized version of the image. I suppose the bot could attempt to detect vandalism like that but you can see how complex the process could become.  08:13, 2005 May 13 (UTC)",0
